TotalPop,UninsuredPop,MedHouseInc,GEOID
3183,73,84028,06065940600
2798,59,61940,06065940700
2748,6,61010,06065940800
2097,6,54444,06065940900
3832,73,42642,06065941000
2072,3,41761,06065941100
2735,34,80438,06065941200
3366,47,60214,06065941300
3872,73,46621,06065941400
5080,327,61875,06065941500
0,0,,06065980004
6196,0,,06065981000
2583,123,33889,06067001101
4965,183,39825,06067003204
3463,87,30364,06067004501
4355,138,168750,06001443301
5436,279,160513,06001450742
5362,137,172542,06001451601
3112,146,127750,06001451701
1745,71,135398,06001400600
2619,95,99342,06001401200
2101,41,94688,06001403100
3351,109,101053,06001403800
2895,9,82717,06001404000
1809,106,204338,06001404501
4285,177,204412,06001405100
3531,46,61444,06001405700
4370,159,48846,06001405800
3608,113,89852,06001406900
5113,295,66184,06001436602
7761,124,94653,06001433300
4739,86,73269,06001435300
9444,377,90100,06001436300
3277,48,76161,06001437300
4531,180,66983,06001437500
4997,115,111382,06001437800
2551,84,124015,06085504423
7769,387,142540,06085505008
3888,85,118708,06085511301
3998,67,109263,06085511302
4789,67,250001,06085511704
3302,5,63000,06085511608
3407,148,117750,06085511609
1113,46,240313,06085511705
2820,60,169896,06085511707
3664,164,86181,06085511915
4797,225,160921,06085511916
5187,259,143514,06085512036
3416,120,156023,06085512037
5402,435,116250,06085512039
3254,162,84091,06085512038
3020,69,78382,06085512042
6583,293,54179,06085512043
5653,209,131900,06085512045
5808,155,160758,06085512047
5271,213,102805,06081604400
2781,89,163947,06081604700
5028,158,131020,06081604800
6142,146,128795,06081605400
5880,130,101688,06081605900
5378,578,100375,06081606100
3359,97,220694,06081609400
4930,243,224188,06081609500
4936,127,248667,06081609700
6453,242,178578,06081611100
5801,222,65613,06081611700
3774,60,140625,06081613000
8445,317,121676,06081600500
2513,35,98523,06081601604
7059,75,86462,06081601400
4902,230,128594,06081602800
3878,227,65161,06081610203
4349,125,40938,06037900703
4063,183,57593,06037910201
3942,152,38899,06037213202
3668,173,100824,06037214100
6219,203,67414,06037217100
5290,343,53621,06037218300
4737,210,64018,06037218400
4507,146,50220,06037219700
6966,191,143750,06037800324
4741,150,133942,06037800326
7001,185,65888,06037701801
6389,171,120671,06037702600
5688,140,91042,06037703200
3573,105,133688,06037800325
710,28,33750,06037900102
7225,403,55166,06037900501
10783,275,76971,06037901205
4433,143,41538,06037910602
2920,75,100956,06037920314
3145,125,77652,06037920036
4821,132,106974,06037920313
6217,242,87273,06037920334
2428,165,99875,06037103101
4569,177,60129,06037104201
5292,167,56021,06037104320
3528,148,64648,06037104620
4402,163,35357,06037104701
5631,212,74149,06037104810
5611,299,95625,06037106112
3697,114,96667,06037106113
5993,254,86086,06037267501
4343,45,65673,06037920031
2916,60,70692,06037267600
5464,398,55565,06037402301
5231,149,74592,06037402403
4112,134,103750,06037134302
5942,149,78864,06037134303
4234,74,140313,06037134421
6065,330,46011,06037134520
3313,115,101554,06037135111
5648,325,48292,06059074407
6772,354,55500,06059074802
9934,357,59800,06059075100
5592,239,68148,06059075202
5751,295,73203,06059075301
3065,27,121985,06059032032
2461,14,114792,06059032035
6361,263,137266,06059032038
5143,155,139664,06059032050
6004,37,139868,06059042111
3156,39,121875,06059042317
6011,154,84423,06059042320
6770,355,69091,06037553100
3981,96,51629,06037553701
6773,394,76116,06037553901
3885,122,120993,06037554516
4210,136,62117,06037555104
2679,87,93819,06037570002
4201,144,48947,06037570204
4723,97,73319,06037572002
5592,221,59091,06037572201
6384,147,66508,06037573402
5014,152,107917,06037574100
5474,209,122262,06037574400
4769,131,106442,06037143602
4260,254,54470,06037139303
5060,104,77000,06037139600
5320,213,152833,06037139701
3323,136,54548,06037183101
3131,95,64671,06037185310
3489,163,41450,06037186401
3228,5,100256,06037189701
2685,41,43877,06037190700
3518,39,46406,06037190902
3478,38,37700,06037191110
5931,62,49726,06037191500
3700,28,73750,06037192410
4280,205,56194,06037192420
2676,41,150909,06013391000
2653,57,141543,06013392000
4752,254,56675,06013374000
7003,361,46382,06013379000
6521,219,51783,06013381000
8159,376,44464,06013382000
4877,230,79746,06013383000
3913,135,121076,06013384000
7178,337,52992,06013313101
3483,167,91857,06013335000
6182,198,145714,06001451503
5303,303,44671,06001409300
4991,239,47746,06001409700
6903,423,119896,06001451300
2866,40,39913,06001402400
3443,128,210882,06001404300
2647,107,97396,06001404800
4817,267,46233,06001406202
7342,226,107151,06075035400
4832,63,80781,06075015900
2562,23,76989,06075016000
2779,121,135300,06075010500
2843,111,39292,06075011300
4277,120,101475,06075015200
1915,84,129531,06075017700
2298,59,193804,06075022702
5769,309,144318,06075022801
2890,186,24474,06075023103
4618,167,105875,06075025900
5126,60,95595,06075026003
4587,190,38140,06037190901
2383,31,26919,06037191203
4237,125,48767,06037191610
3367,110,49491,06037191810
2722,93,140708,06081604600
5469,164,110536,06081605500
2572,22,184625,06081605800
4870,191,109355,06081607400
2988,88,109179,06081607900
6030,203,128646,06081608400
5110,210,146985,06081608501
4651,226,130375,06081605300
6099,215,250001,06081605600
5134,154,167165,06081606400
3535,130,183173,06081606800
6328,314,218583,06081608800
6948,136,143295,06081608900
1534,67,145000,06081609100
2544,120,82768,06081610100
6049,303,71250,06081610400
2836,109,250001,06081611500
4470,223,153700,06081612500
5341,175,133413,06081613501
5568,210,60658,06081610201
4013,55,136103,06081610202
8045,198,189634,06081610303
5175,163,45841,06107002904
5896,237,74712,06099001300
6441,218,47516,06099001400
3809,256,28707,06099001604
10201,406,59355,06099000203
2065,127,42250,06099000301
8225,274,124906,06059062612
5053,81,160556,06059062620
7231,202,250001,06059062643
2764,71,168125,06059062701
1406,5,132000,06059063005
6173,194,99607,06059063603
2615,134,122750,06059063805
4910,146,70417,06059063807
6745,189,79698,06059063902
4230,148,89688,06059074003
3910,80,92750,06059074110
9166,279,78140,06059074803
6221,331,58913,06059074902
3355,189,79152,06059075505
3866,349,76206,06059075512
4508,80,166500,06059075703
4147,132,90670,06059075805
2982,71,50167,06037190802
2224,102,36875,06037191301
1947,45,45982,06037191302
3060,15,57000,06037191901
2788,22,94432,06037191902
2370,70,74063,06037192001
2597,56,111111,06037192002
3277,58,86417,06037194101
3189,120,122829,06037194102
2391,41,86800,06037194401
3579,89,100368,06037194402
3128,93,85114,06037195201
3304,119,117630,06037195202
2634,125,83167,06037195803
2533,65,71467,06037195804
2237,70,64138,06037195901
1864,11,68875,06037195902
2008,26,52446,06037195903
4131,117,99205,06037206031
2323,69,55795,06037201601
2960,82,55909,06037201602
5687,150,30625,06037206032
3717,197,39063,06037207101
2926,18,30165,06037207102
2393,49,29243,06037207103
4911,39,51667,06037207301
7893,233,114554,06059052417
5728,255,104265,06059052513
10440,163,91691,06059062610
3167,38,26750,06059062626
3182,51,164554,06059062631
6527,308,148583,06059062645
4553,186,54327,06059062647
4245,66,152923,06059062702
6718,138,92214,06059063004
6275,100,100313,06059063010
4906,120,150238,06059063400
2857,81,118000,06059063802
3836,136,109306,06059063806
6334,275,78080,06059063906
7903,403,86250,06059074005
6671,341,74034,06059074107
3358,97,72969,06059074109
6240,315,44772,06059074403
7241,288,57026,06059074501
5767,211,74219,06059074801
7811,304,121132,06065042013
5377,275,99762,06065042217
7107,81,44885,06073021900
4681,296,46291,06073022000
10005,237,104705,06073022100
0,0,,06073990100
2699,0,103835,06075011901
2712,78,84073,06075011902
4620,267,67569,06075012201
3181,36,31538,06075012202
2117,91,30366,06075012301
2713,25,56295,06075012302
4667,85,32571,06075012401
4662,62,60356,06075012402
4293,164,24956,06075012501
3674,48,16129,06075012502
2516,146,149485,06075012601
3276,151,118750,06001440331
5937,297,143897,06001441302
7506,422,76369,06067009310
2480,131,52969,06067009318
7007,340,72059,06067009610
3525,156,76106,06067009611
7010,208,84826,06067009614
3868,100,68125,06067009004
3210,77,63398,06067009103
4178,48,64698,06067009106
3419,151,74268,06067009107
2010,81,85179,06067009403
2362,13,43529,06067001400
2448,58,83038,06067002600
3404,58,45213,06067002700
5348,118,46800,06037433102
5063,268,36250,06037433304
4582,47,44390,06037433305
2464,116,45000,06037433101
3136,87,57803,06037433306
3193,159,60673,06037433307
3269,105,60080,06037433503
4802,307,36811,06037433504
4717,110,53125,06037434003
4325,329,73700,06077003205
6374,74,42056,06077003404
5944,221,87554,06077004800
7838,372,74507,06077004901
1916,123,56488,06077005125
7395,343,75417,06077005302
3688,154,16289,06077000100
3034,90,55197,06077000401
5227,110,51507,06077001300
3957,217,31545,06077001700
5727,311,40544,06077002100
12573,606,67094,06077003801
6955,252,74861,06077003802
6299,229,53250,06077003803
1518,91,52540,06077003900
11749,387,101319,06077004002
5747,464,39447,06071002804
5287,246,64213,06071003101
5919,233,40851,06071003102
6450,447,44400,06071003302
8307,377,105382,06001438100
3852,119,122500,06053011700
4679,161,50694,06053013600
4325,125,39924,06053013700
4781,158,118468,06059042326
4059,130,97000,06059042329
6489,323,105043,06059042330
6869,318,99464,06059042335
4201,135,142386,06059042336
3352,85,138214,06059042337
5905,249,95793,06059052423
4565,238,89297,06059052519
1963,62,36889,06065030502
4115,43,75129,06065031703
5723,214,85919,06065040403
6650,272,54968,06065040502
5363,115,92569,06065040604
3059,54,67688,06065030900
3592,271,32394,06065030503
7793,334,54757,06065031402
5838,241,73352,06065031704
4321,218,72688,06065040303
3346,80,79130,06065040603
2889,129,68594,06065040903
2814,100,82500,06065041003
4557,98,55616,06065030501
3229,65,106483,06065030602
3232,82,136333,06065030603
7993,197,69272,06065031501
3342,120,67708,06065040202
4422,213,42214,06065040203
4160,191,38984,06065040204
4046,151,41531,06065043313
6883,509,33904,06065043401
8208,258,48688,06065043504
5996,143,65160,06065043802
6698,395,62602,06065043900
5781,54,52240,06065044505
6340,153,73980,06065040201
5872,212,75080,06065031001
7184,198,77982,06065031200
3124,78,139125,06085512025
5678,102,234861,06085511912
4320,118,184821,06085511913
4711,112,42500,06037220000
4762,234,35718,06029003400
12184,646,104710,06029003809
8070,222,111354,06029003813
3867,120,136688,06059062619
12331,624,111425,06059062621
3868,14,44119,06059062622
5121,108,122000,06059062634
5188,162,97426,06059062637
6737,369,108687,06059062638
7277,485,121474,06059062639
1739,21,108553,06059062630
3665,97,102262,06059052520
8917,276,120127,06059052527
4059,193,116641,06059052528
2834,9,154344,06059062642
2519,112,117969,06059063006
3768,44,112500,06059063202
4070,119,66940,06059063604
4492,219,77639,06059063904
5778,215,62824,06059074006
4120,100,121000,06059075603
3630,132,90455,06059075816
6071,363,88897,06059086402
5627,246,47159,06059087405
6011,290,62029,06059087503
7494,356,66373,06059087805
5408,204,48218,06059087902
2285,74,74085,06059088101
4793,93,84356,06059088105
5664,59,94934,06059089107
4582,18,66447,06059099204
3825,96,84583,06059099214
4773,280,79155,06059086306
6379,153,61942,06059086407
4254,145,51780,06059086501
3467,87,124342,06071008302
6392,100,120842,06071000105
3062,91,105250,06071000107
5240,124,61661,06071000201
9594,293,69428,06071002601
3254,128,29500,06071003000
8118,284,69559,06071008704
3176,182,70556,06089011100
6073,207,41800,06089012200
3551,142,118411,06059042325
6342,219,141716,06059052408
3662,126,68024,06059001202
4844,325,77824,06059001504
4134,82,95326,06059011102
6285,147,121620,06059063007
6662,409,45778,06059074405
3693,161,58047,06059074406
3563,94,77054,06111006500
3431,117,129063,06111006700
4048,76,62076,06111006900
4446,90,150844,06111007202
3170,92,79069,06111007505
3871,116,99837,06111008001
5292,172,96094,06111008004
9534,337,62298,06111001502
4063,142,72039,06111001507
4193,160,84844,06111001900
2587,14,38621,06111002400
5777,413,73061,06111004504
2582,94,52688,06111005403
1796,27,154286,06111005910
4947,216,109833,06111006000
3609,90,95025,06111007508
10800,305,81204,06065045304
2639,113,25944,06065045303
2648,99,75060,06065045606
2686,14,151806,06065045608
4318,74,29940,06065045609
6493,146,30063,06065045707
9412,78,22675,06065046500
3385,18,84750,06065046601
3963,81,124680,06065046602
4721,304,43556,06065046700
6788,251,68505,06065046800
1631,53,40887,06065046900
1675,159,41307,06065047000
1848,52,26578,06065047201
1656,23,39063,06065047202
12628,330,132795,06065047900
7365,161,128457,06065048100
4522,101,103571,06065048200
6632,302,88598,06065048300
4872,124,83125,06065048700
4917,186,67747,06065048800
2545,146,77115,06001406400
5869,133,63465,06001407000
6985,189,47458,06001407200
4531,294,57471,06001407400
5047,112,81949,06001408300
2667,29,67159,06001410100
3436,121,161250,06001420600
2084,39,179625,06001421100
1634,37,140583,06001421400
3073,64,81236,06001422100
4148,33,102546,06001423700
2986,67,182432,06001423800
4796,137,192037,06001426200
2877,58,68750,06001428000
3826,87,135476,06001430300
5574,280,97833,06001431200
3574,111,129148,06001432100
4744,60,96696,06001432300
7043,171,59591,06001432600
4124,160,115263,06001400500
2289,32,57604,06001401600
1781,110,30000,06001402500
4051,35,98455,06001403900
6327,265,79428,06001407600
3201,110,44728,06001408400
3546,182,44451,06001408900
4800,89,69620,06099000503
8852,367,86571,06099000504
4092,171,51473,06099000506
4405,229,80934,06099000601
6582,267,52554,06099000805
3935,154,74063,06099002701
7217,374,51067,06099001500
6694,526,47614,06099002004
3112,263,26429,06099002100
10029,418,73860,06099003001
12021,424,63056,06099003500
3382,150,49393,06099003603
4319,159,32727,06037208720
4682,194,43720,06037211802
8068,415,47021,06099003605
7417,319,45833,06099003804
3098,140,70329,06099003805
3880,99,83802,06099004000
4846,181,50489,06101050701
4665,263,65868,06101050401
8487,162,156250,06059062644
1093,0,91250,06059063008
2636,86,131477,06059063103
5930,278,54801,06059063701
4019,227,105000,06059063903
4254,47,86042,06059063905
7765,375,76536,06059074004
5413,190,74766,06059074502
4734,67,62167,06059011712
6437,249,90125,06059011715
3458,131,117969,06059011718
5145,215,120027,06059021905
4104,98,131724,06059032012
2783,115,154798,06075012901
3865,36,132563,06075012902
4061,129,181161,06075013101
3012,41,171333,06075013102
3837,128,88636,06075015801
3412,167,135536,06075015802
4145,117,143333,06075016801
3622,77,93542,06075016802
4113,188,196447,06075017101
4095,130,177396,06075017102
3891,45,25472,06075017801
3726,257,45407,06077002702
3214,92,72262,06077003112
4248,360,70660,06077003215
4153,119,22584,06077000402
4763,191,51630,06077001102
4334,217,39423,06077002300
13561,418,99975,06077003208
4800,237,60592,06077003403
1660,22,103750,06077004202
1873,42,39240,06077003308
3281,49,53995,06077003601
4735,138,73448,06077004303
5927,308,75363,06077005001
3474,148,52436,06077005124
3046,31,83214,06037269800
5644,62,85318,06037271802
3229,78,88720,06037273200
3751,115,62241,06037275200
4832,270,63150,06037293304
5552,63,101439,06037264301
4904,194,40033,06037540901
6546,221,82125,06037541200
4805,170,50802,06037541605
2348,145,40509,06037541606
3400,142,70417,06037570402
5957,233,100625,06037572001
2844,73,158109,06075012602
4883,156,64375,06037407101
4305,199,99107,06037400402
6635,149,57650,06037402402
5639,202,49130,06037405102
6522,235,73218,06037430002
5165,331,54871,06071003404
5833,442,46996,06071003405
5777,171,73967,06071003503
7473,417,53843,06071003505
5535,340,72833,06071003506
4367,174,76886,06071003507
4343,143,41438,06071003509
5368,284,45954,06071003510
3938,137,71326,06071003603
4468,99,87600,06071003605
4309,163,50239,06071003606
5532,124,55089,06071003607
5363,134,51988,06071003609
4874,423,53565,06071003611
2716,74,112679,06083002013
4548,119,85917,06067003300
3929,91,58932,06067003400
4367,82,77270,06067004005
4295,154,39068,06067004402
4654,250,51196,06067005102
2729,94,47552,06067005402
2518,0,66042,06067005403
4864,157,148828,06067005702
3606,49,131985,06067005803
2617,43,62188,06067002000
1613,39,120938,06067002500
