TotalPop,UninsuredPop,MedHouseInc,GEOID
5425,199,42946,06019004505
5671,139,100316,06019005508
5194,106,93125,06073009801
5025,121,92396,06073009805
4134,169,75350,06073010011
18854,558,91846,06073010014
7155,195,65737,06073010200
1547,54,71500,06073010501
5189,59,47788,06113010204
3069,44,71184,06113011103
3237,95,60281,06113011101
3672,129,70469,06113010509
5607,269,84205,06113011204
5182,261,45962,06113011102
4450,128,31147,06023000500
6338,19,26885,06023001000
3346,71,55000,06023010300
3659,145,62900,06023010400
1902,40,80625,06023010600
4606,102,42407,06023010800
5788,289,41967,06023000300
4998,145,62885,06023000600
4242,263,29516,06023000100
5428,90,45919,06023000200
2423,68,44257,06023010102
5229,44,61554,06023000900
4687,160,54222,06023011000
5229,58,58476,06023000800
7876,374,59089,06023010501
2775,80,47583,06023010200
4347,178,39778,06023011100
5316,136,62670,06023000700
4189,213,30698,06037242000
6035,327,46492,06037242700
7004,155,86601,06037267200
6981,188,100919,06071001905
4855,205,61591,06071001813
10032,465,83475,06071001906
4233,78,134375,06071002011
4084,142,103385,06071002013
4801,127,125867,06071002014
4533,142,89250,06071002015
3660,219,76136,06071002016
5599,223,143170,06071002017
4607,158,90645,06071002018
5579,273,80000,06071002019
3635,147,82102,06101050402
3705,99,109063,06101050403
6032,282,59359,06101050702
2522,64,42348,06105000101
4091,226,46273,06105000102
4663,302,61890,06107002203
2879,127,47222,06107003501
5933,325,41545,06053011302
4462,119,55764,06053011400
2113,74,100708,06053012100
2366,25,78500,06053012600
4176,71,135742,06053013200
6199,368,64504,06053013300
1987,49,77813,06073008339
7480,303,116696,06073008347
10247,665,112525,06073008354
6388,134,84966,06073008505
7441,351,72532,06073017604
3399,133,47867,06073018400
5180,151,84013,06073015501
7146,558,27004,06073015703
3544,276,36625,06073015801
4877,163,54830,06073015802
4037,194,42348,06073015901
2265,90,75875,06073016000
5382,152,97594,06073016201
4082,251,85457,06073016610
3987,207,106250,06073016614
4488,90,99750,06073016615
8517,423,63357,06073016702
5469,254,98281,06073017022
4859,224,140394,06073017108
3250,141,114972,06073017305
6665,214,111852,06073017811
5502,303,51420,06073018511
2721,110,120833,06071000111
7837,351,57773,06071000303
3812,130,96722,06071000812
10458,412,126233,06071002010
7188,153,69591,06061022002
841,0,73938,06061020104
2925,89,47230,06061020107
8759,407,116795,06061020602
6704,287,126846,06061020604
4566,213,52583,06061020300
3783,84,70094,06061021103
4875,128,89231,06061021902
6057,320,87333,06061021304
1277,38,68958,06061020106
2467,59,43958,06061020901
1261,11,36731,06093001200
4488,31,86856,06037401701
3945,10,79327,06037401901
4976,296,45313,06037402801
4863,123,106188,06037403304
6757,326,84976,06037403316
4992,138,114063,06037403320
2645,30,95625,06037403404
2955,116,85417,06037403406
6224,224,73250,06037403801
5140,244,88611,06037403902
5503,245,49534,06037404301
1719,108,66736,06037404803
2738,113,60993,06037404903
3979,172,41011,06037190520
2951,114,63611,06037401603
4086,242,54989,06073014901
3481,305,71975,06073016503
5228,132,88641,06071000818
5013,164,127833,06071000819
3874,118,137115,06071000820
4017,216,67301,06071000821
6604,138,59071,06071000823
5645,206,48545,06071000824
4129,133,53349,06071000825
4158,218,65034,06071000826
5051,212,61938,06071000901
4926,95,70618,06037481103
4840,210,123021,06037500100
1710,23,55606,06037920038
3623,115,109625,06037480002
7150,174,79872,06037500700
2864,56,98533,06037670405
7333,511,51857,06037601302
5457,229,47541,06037602404
3063,206,63485,06037702803
4634,155,21604,06037900806
3187,69,100679,06037271500
2196,77,60179,06037277200
4693,122,51212,06037201401
3424,67,39229,06037212202
8180,166,51353,06037432500
3362,138,71645,06037433802
3797,236,138611,06037462900
2176,96,78077,06037404302
4713,221,48547,06037433402
6249,251,77569,06037461000
4284,215,153487,06037480702
6849,316,52906,06037530302
1398,23,72574,06071011300
4438,45,89183,06071000103
5430,119,112802,06037300702
1981,43,136708,06037300902
1894,102,119107,06037301300
3087,81,44477,06037123303
4408,122,44790,06037123420
3809,171,49375,06037127300
4870,227,35728,06037127520
4176,311,39488,06037128303
3197,101,81613,06037131100
6061,287,82045,06077004600
10238,474,95000,06077005114
4720,94,82059,06077005123
4870,356,55481,06077005303
6313,229,85833,06077005403
6097,181,54082,06077002800
5185,263,54032,06077003213
4938,319,49219,06077003310
23978,1193,93529,06077003500
3638,83,109375,06077004104
5541,203,58827,06077004402
5012,204,55615,06077005108
6353,152,82031,06077005113
4507,96,54268,06077003405
5220,94,55958,06077001101
4680,97,32836,06077000700
6797,300,102903,06065041912
5414,197,80406,06065041913
6956,321,90028,06065042012
11624,329,133237,06065042014
4375,153,43482,06037228220
3122,142,43272,06037228320
3600,141,41012,06037228410
3304,144,38094,06037228420
4869,267,33125,06037228500
2918,130,23750,06037228900
4759,368,42250,06037229420
4653,228,29741,06037231220
5396,171,48912,06037231500
2424,0,76761,06037234200
4069,127,212188,06037143901
4155,103,63899,06037183220
6070,200,109886,06037185100
2991,68,42202,06037185320
4985,176,92569,06037186100
4224,96,97500,06037408136
4277,133,70976,06037408137
5432,316,58594,06037408138
4536,133,71028,06037408139
3793,144,64692,06037408140
5366,245,75722,06037408141
5193,209,86296,06037408504
2653,49,113702,06037408505
2510,95,83793,06037408630
5214,162,80417,06037408631
2975,60,70109,06037408723
5542,406,41486,06037408724
4971,97,117543,06037430003
4517,177,64583,06037430901
4539,162,83853,06037430902
4480,155,64244,06037431501
4273,220,62531,06037431502
4476,307,77250,06067005204
1598,81,21522,06067005301
2122,31,33036,06067005509
5522,352,44346,06067005510
2837,136,38207,06067005903
4884,12,66553,06067005904
2400,0,40045,06067005205
6158,126,81794,06067007015
6040,347,74754,06067007016
3309,99,95909,06067007017
6096,267,70919,06067007018
1461,92,23661,06067007019
4336,106,99511,06067007020
312,31,110625,06067007101
8662,413,93731,06067007102
3869,186,87436,06067007103
8397,281,129398,06067007104
7100,175,84250,06067007105
8420,201,112906,06067007106
3808,157,126351,06067007107
2402,117,59850,06067007426
5766,138,54806,06083003001
6315,213,121507,06083000502
3350,61,130990,06083000501
6302,397,76163,06083002011
2398,125,70496,06083002102
5606,567,50350,06083002205
0,0,,06037980007
5,0,,06037980009
223,10,150250,06037980024
95,4,19167,06037980010
3448,136,127667,06059042319
4465,54,98654,06059042324
3606,152,115174,06073017036
4441,188,82835,06073016616
9508,260,87440,06073016701
3505,109,82708,06073017035
4037,176,140583,06073017046
3364,135,108462,06073017049
2439,22,131818,06073017306
3627,160,107083,06073017702
6842,145,85500,06073017801
4578,116,114141,06073017810
3258,79,89028,06073018000
6754,362,50881,06073018200
10139,524,75360,06073018507
5719,305,71066,06073003003
4664,353,70870,06073003105
5157,355,67841,06073003201
5469,149,59781,06073003209
3820,226,47174,06073003301
6382,386,61667,06073003401
6291,601,117710,06073004200
3943,111,70250,06073004300
4587,293,79692,06073005600
3760,92,85625,06073008101
2214,50,194643,06073008313
2621,30,173207,06073008331
5067,118,63061,06073008343
4012,31,83816,06073008345
3461,165,102750,06073008355
4028,134,94569,06073008356
4540,117,58494,06073008359
6801,158,77083,06073008360
6526,268,89115,06073008504
5320,67,79853,06073008702
2231,23,82560,06073008902
6153,181,114844,06073009101
5723,307,59899,06037901010
5314,270,72917,06037901011
1634,29,63365,06037901209
8479,334,91387,06071004504
5363,327,43668,06071005300
6750,365,40421,06071005400
9180,468,32354,06071005500
3718,321,38438,06037602801
5019,84,68097,06037602802
5928,112,50656,06037603005
1898,81,58750,06037603006
4748,141,59085,06037603801
4040,231,58716,06037603802
4207,170,67407,06037604001
4856,80,61607,06037604002
5845,199,118542,06037620305
7768,568,44444,06019006604
2731,128,44042,06019007801
5354,427,22391,06019007802
3251,0,,06019007901
2952,103,52173,06019007902
4420,291,35852,06019008501
9242,586,36395,06019008502
6841,157,39178,06023001101
1320,41,43427,06023001300
4655,170,43523,06023010901
4179,105,54286,06023010902
3241,47,65283,06023011500
3465,109,35163,06023011600
3263,207,37222,06023940000
0,0,,06023990100
1664,52,22475,06025940000
4137,0,,06025010101
4108,306,35380,06025010102
5704,275,40455,06071004202
4284,130,46470,06071004401
10389,415,47094,06071006302
4644,310,63529,06071007404
7394,191,111802,06071007901
6422,191,89954,06071008301
8589,271,68589,06079011902
5279,177,59853,06089010602
1477,66,64605,06089010603
3242,94,46357,06089010703
3956,131,32130,06089010704
5970,328,54025,06089010803
2660,40,64375,06089010804
12394,637,74554,06107003502
2509,0,,06109985202
5433,123,98750,06111002905
5076,71,86500,06111000303
3240,155,71579,06111000702
4279,99,75200,06111000304
7508,374,61875,06111000701
9833,490,99071,06111005004
6454,151,69932,06065045121
1514,19,88542,06065045122
2428,0,96190,06065045123
2157,54,63062,06065045124
3159,0,123792,06065045125
2601,43,56142,06065045212
6526,187,57962,06065045213
5112,123,76974,06065045214
9761,322,102845,06065045215
2407,0,67458,06065045216
8275,510,46189,06065045217
2686,77,51619,06065045222
5878,246,70759,06065045224
8410,499,48586,06065045226
6517,253,81348,06065045228
4367,153,59939,06065045233
1987,57,67083,06053011502
2995,86,98375,06037141304
3720,113,82199,06037143604
4355,175,61719,06037183103
2392,82,87000,06037143603
3522,65,60048,06037183221
2146,29,92806,06037183104
3493,154,79861,06037183222
2531,78,61875,06037183401
3006,58,65568,06037183402
3720,61,48654,06037183701
2775,105,62778,06037183702
3566,195,49698,06037185203
6280,479,47273,06107002204
1921,57,86971,06037185204
3201,81,61733,06037186201
2007,28,95089,06037186202
3416,171,114461,06037186203
2906,129,53125,06037186301
5096,112,78264,06037186302
1733,89,44545,06093000600
4436,211,38062,06093000702
3625,95,50865,06093000800
2012,57,35433,06093001100
7510,220,53088,06093000900
3777,121,65735,06093000701
1711,112,34648,06093000200
656,15,39327,06093000400
1834,48,36960,06093000500
3939,79,46303,06093000300
6544,164,44844,06093001000
1076,39,29531,06093000100
3354,171,47258,06093000703
1658,11,21411,06089010100
4329,163,59235,06089010300
4266,126,47650,06089010400
6273,272,81250,06059075806
4163,192,125574,06059075807
3300,146,132098,06059075808
2822,24,196406,06059075809
6477,316,70972,06059075812
2915,65,130938,06059075814
9594,464,77062,06059076101
7619,277,127500,06059076201
5412,94,89015,06059076208
4864,349,63917,06059086304
4266,50,104362,06059086305
8069,444,66519,06059086702
3973,98,121156,06001444301
5787,188,139119,06001444601
3308,90,178200,06001443322
5185,189,105188,06001444302
4563,248,128229,06001444602
5664,176,162794,06001450102
3156,165,138929,06001450501
5490,223,176733,06001450502
6273,146,158529,06001450744
6712,161,190195,06001450745
5750,234,143611,06001450101
6684,332,128737,06001450743
3525,95,114612,06001450746
5630,322,122309,06001450750
11119,558,239094,06001450751
7343,236,228980,06001450752
2308,118,122019,06001451403
2421,43,142396,06041102100
4582,52,91630,06041106001
6543,170,119014,06041108100
6901,176,87713,06041108200
5016,180,182064,06041110200
6911,133,160417,06041128100
7887,122,140143,06041103100
1653,62,133693,06041104300
5206,85,111060,06041114100
4983,114,233500,06041119100
4512,179,96313,06041112100
3242,103,96591,06041114200
4212,137,105863,06041117000
5857,105,122685,06041120000
4224,81,116528,06041126200
4957,206,157321,06041128200
2658,41,96667,06041133000
7290,140,115847,06041103200
7528,270,146343,06041115000
2271,37,156250,06037137301
5000,139,46743,06037139302
4299,126,125781,06037137401
5365,308,115978,06037137402
5662,103,70463,06037139200
2861,117,124830,06037139703
3488,53,157557,06037139801
4178,155,196741,06037141600
7056,122,116222,06037143400
6458,258,116958,06037181000
3758,97,52232,06037183520
2033,84,41453,06037191204
2532,41,27306,06037191620
3176,76,56996,06037191820
3840,196,49464,06037192510
5269,155,45823,06037192520
3703,88,35948,06037192610
2019,50,113571,06037194500
3089,81,75104,06037195300
2948,76,72035,06037195600
4759,75,44637,06037199400
5828,230,37755,06037199800
2302,45,53750,06037201504
2241,102,40000,06037204820
4344,146,47120,06071000903
3662,90,53138,06071000904
5557,301,58567,06071001001
4225,123,68180,06097150306
6183,478,66510,06097150305
5145,210,124643,06097150607
5033,249,78160,06097150609
3983,123,111429,06097150610
4147,117,99722,06097150611
4676,156,109028,06097150612
3013,28,77306,06097151601
2985,13,69537,06097151602
4458,192,86852,06097152905
5576,137,108365,06097152906
4507,131,60640,06097153103
3949,80,52132,06097153104
3534,114,120605,06097153804
3244,78,94018,06097153806
3459,23,123684,06097153807
4388,107,94735,06097153809
3959,195,64309,06097154201
6050,133,72317,06097154202
4393,50,72841,06097153808
1528,16,78882,06097154303
2455,54,62153,06097154304
0,0,,06097990100
8439,339,83563,06099000510
4040,111,52386,06099002005
4681,165,85586,06099002006
3848,171,51842,06099002401
5567,271,38061,06099002402
4848,255,44890,06099002503
4588,245,78750,06099002504
12851,459,95800,06099003606
4552,108,84224,06037134905
3485,195,85505,06037135113
5106,107,58958,06037135114
5382,172,89344,06037137103
5639,207,86488,06037139001
4043,57,49866,06037134904
2754,81,106111,06037137104
2706,98,57440,06037139401
2899,195,137578,06037139402
5946,145,57006,06037139503
3936,158,74425,06037532102
3364,179,51433,06037201503
1539,7,87000,06037207400
4345,155,31731,06037208903
4545,147,54894,06037209200
3561,134,31712,06037210010
3573,90,44330,06037211420
2914,42,27092,06037212203
4447,135,43608,06037212610
2916,168,77708,06037214400
2383,58,102868,06037214600
4638,359,36488,06037218120
2641,106,44872,06037218500
3165,102,50035,06037221210
4373,171,37500,06037221302
2557,66,31996,06037224200
5982,214,95339,06037463500
6731,252,79101,06037460900
5419,257,90444,06037461100
1526,61,123854,06037461700
3731,193,74896,06037480101
3197,101,38060,06037221120
5120,177,56548,06037222500
2733,126,27332,06037224020
2972,63,28616,06037224320
3623,145,47361,06037227020
4825,270,38933,06037228720
5072,266,41250,06037229200
5754,277,49803,06037231300
4165,219,26444,06037231710
6568,281,38341,06037232700
5764,156,29766,06037236202
4282,63,66359,06037236400
3707,374,33897,06037237720
7326,483,40764,06037240500
6736,544,45619,06037240900
3520,100,159563,06037261102
4405,153,184000,06037262200
2748,122,215750,06037262301
3059,112,250001,06037262400
2454,28,112500,06037265100
11977,0,,06037265301
2157,67,55855,06037530700
4824,175,40385,06037531301
3293,125,40573,06019006900
3407,146,37917,06019007400
5221,226,50434,06019007700
6284,383,27031,06019002000
5243,109,89179,06019004302
3152,159,36202,06019004404
8236,143,62752,06059110201
5975,149,89351,06059110302
6318,176,55182,06059086502
6447,405,58125,06059086602
9054,265,82788,06059086701
8751,266,63622,06059086803
8270,334,45085,06059086901
4741,117,54803,06059087101
4082,113,52404,06059088201
2106,57,97974,06059099513
4801,160,132353,06059110010
8669,495,59777,06059110603
7704,334,98125,06059110604
11591,499,129294,06059021815
7772,333,101023,06059021821
2806,207,76019,06059021826
5278,85,170345,06059021829
3221,122,139208,06059021917
4314,102,132386,06059021924
1639,31,102031,06059032011
5275,180,95735,06059032013
6679,134,130417,06059032015
5355,156,152279,06059032042
4534,174,90985,06059032047
5207,100,86960,06059042201
8190,194,61757,06059042310
6022,39,125347,06059042311
5824,98,99792,06059042315
5124,60,118167,06059042327
4603,118,107424,06059042338
4905,90,84459,06071001200
5363,219,42429,06071001600
3993,276,79359,06095252908
5512,159,84457,06095253101
2969,107,82292,06095251300
5410,246,79974,06095252704
6584,255,53617,06095253105
7116,301,100484,06095252904
6720,0,,06095253000
8343,138,76779,06095253402
3900,155,86797,06095252102
9421,243,129600,06095252201
3353,115,88576,06095252306
4705,133,77961,06095252401
3002,119,63291,06095250400
3124,145,54358,06095251100
4326,194,40174,06095251500
2580,236,41699,06095251600
5119,204,56116,06095251901
11383,579,116775,06095252202
3900,131,72337,06095252604
6598,224,77478,06095252702
4846,254,77739,06095251803
3663,80,58611,06095251200
4087,127,102230,06095252706
3898,248,48815,06095252607
5336,173,105542,06095252305
10676,44,68284,06095253500
5899,217,71224,06095251400
2816,199,49677,06095252501
4101,138,27969,06015000101
6108,91,69509,06015000201
1251,46,38977,06015000203
3993,63,108100,06059110115
4698,207,115700,06059110116
5512,294,98417,06059110203
4541,163,58750,06059110606
7823,283,55236,06059001802
6077,199,71910,06059011000
4374,207,71337,06059011200
4485,132,70321,06059011502
5314,137,53556,06059011602
6829,537,51479,06037243000
2678,64,217462,06037262100
3038,105,250001,06037262303
3539,184,212386,06037262601
4424,109,102758,06037400900
3896,228,79539,06037401102
5401,244,74219,06037401312
6782,345,85963,06037402200
5096,181,77813,06037403312
6174,173,61773,06037238000
3804,209,34131,06037238320
7600,331,161683,06085508202
4428,191,126285,06085509108
4978,230,183787,06085509109
7129,396,124803,06085509404
5729,135,111520,06085509500
4694,276,54746,06037238400
4756,310,16586,06037242600
6772,402,27879,06037243100
5882,268,92381,06037264302
3990,0,20655,06037265305
1838,58,198542,06037265420
6649,203,105284,06037267100
2666,55,86121,06037267800
4813,139,127054,06037269000
3840,137,165208,06037269300
3797,146,191538,06037269500
3389,49,199094,06037261101
7077,225,70886,06083002305
5109,171,105159,06083003005
5424,121,76505,06083000102
7004,252,114167,06083000700
6876,252,86701,06083002210
4973,260,56410,06083001101
4556,131,62778,06083001102
6041,350,50649,06083002304
9003,669,71543,06083002306
13173,1034,59560,06083002402
8114,324,91618,06083002808
2879,0,126500,06083002604
6111,81,70196,06083000101
3574,39,47699,06083000900
5691,223,82829,06083002005
4496,108,97083,06083002010
5219,325,86881,06037124000
2988,28,42826,06037124300
2925,124,90565,06037124500
5892,208,76595,06037125100
5045,124,39645,06037127220
5511,183,102961,06037554518
2423,81,65391,06037552400
4416,169,57454,06037552602
6819,230,71717,06037552700
4328,85,78152,06037554700
4471,306,62500,06037570303
5172,234,49623,06037570603
2296,36,105000,06037570702
5324,214,35870,06037576200
7185,328,79235,06037577100
5848,58,87708,06037577200
2712,98,66908,06037600501
2097,117,66542,06037600502
4306,64,98571,06037600702
4409,267,29203,06025010700
7497,350,48315,06025010900
6221,309,85669,06025011201
6227,223,32480,06025011500
6779,232,22041,06025012100
11695,706,46194,06025011300
1046,37,68646,06025010300
14848,1111,81764,06025011000
4219,183,46000,06025011100
1631,18,63211,06037901210
3853,155,116742,06037901213
6345,376,46576,06037910001
7723,235,46875,06037910002
1863,144,44091,06037910101
5099,134,101327,06037141400
2982,86,219698,06037141500
4362,122,39631,06037123304
5358,341,40607,06037296600
4707,44,88229,06037297500
5986,64,97083,06037300400
4663,128,54847,06037265510
4397,60,83911,06087100900
12647,511,109443,06073019806
7214,312,78300,06073019701
5115,244,91667,06073019803
5035,357,84048,06073019903
7957,342,59775,06087110200
6106,481,102569,06025011803
6290,457,32279,06025012302
4570,230,32193,06025011400
4984,55,58194,06025012301
1128,10,65455,06025010800
5336,376,48432,06025011802
4423,234,106250,06025011801
11456,814,54309,06025011900
7237,181,41336,06025012200
8169,180,59620,06051000200
6263,302,92423,06069000200
9187,101,91935,06069000600
4600,68,94632,06069000100
6348,274,64225,06069000400
4588,142,75141,06069000300
6213,260,49570,06067007402
8862,417,49225,06067007406
4299,21,75732,06067007802
2648,214,37679,06067008911
2629,110,49707,06067009105
2564,113,56782,06067009504
6100,458,80114,06067009616
4205,233,50242,06067007001
4661,141,54918,06067007602
3937,211,85262,06067009108
4178,125,84805,06067008207
4927,276,62018,06089010805
4643,133,74708,06089010807
2803,114,41184,06089010806
1785,54,97250,06089011001
5068,153,51036,06089011002
6545,345,45577,06089011209
4026,143,61053,06089011401
3426,136,81667,06089011402
2885,123,79946,06089011403
3479,108,34899,06089011702
2405,151,74375,06089011701
3326,139,50435,06089011703
2245,36,64934,06089011801
2615,97,88077,06089011802
2681,119,47375,06089011803
4946,152,160734,06067008510
4552,121,171852,06067008512
3620,196,132401,06067008513
4984,105,111875,06067008703
3781,354,130795,06067008704
8532,594,137862,06067008705
4156,108,86486,06067008801
5408,255,57849,06067009010
4610,211,107614,06067009011
5151,165,63385,06067009201
2996,74,150893,06067009324
802,8,135500,06067009325
5041,158,134250,06067009326
5851,283,119172,06067009328
2327,144,65833,06067009329
4040,88,123177,06067009330
7545,296,113800,06067009331
1339,42,108750,06067009332
10900,314,101911,06067009407
2017,72,104659,06067009408
7991,362,109732,06067009622
10015,412,97377,06067009630
5936,177,118795,06085504322
6005,277,110521,06085504323
11332,321,134844,06085505009
2480,62,161324,06085508003
6221,321,139056,06085508004
2926,139,115313,06085508507
5576,362,121439,06085508508
2698,71,59861,06037186403
2631,119,62083,06037186404
3438,85,76522,06037187101
3739,139,56683,06037187102
3473,102,81475,06037188201
2426,99,113267,06037188202
2521,104,81591,06037189101
3356,103,85708,06037189102
3216,55,41950,06037189201
2396,60,118018,06037189202
2089,20,64975,06037189903
2435,41,49960,06037189904
2432,28,72837,06037189905
2632,15,30053,06037190201
3225,81,32418,06037190202
2977,34,48188,06037190401
2372,56,40000,06037190402
2682,0,25858,06037190801
5991,40,99337,06053011602
2087,102,81488,06053011604
2125,0,104401,06053011801
1705,0,89000,06053011802
4894,64,79792,06053012502
1892,0,,06053014104
4207,119,39688,06037533804
6320,266,47823,06037533901
5125,183,45933,06037534001
2795,104,44318,06037534403
5027,183,45500,06037534406
4654,306,48900,06037534502
7949,484,39669,06037535101
2240,38,40739,06037535503
4476,282,51172,06037535604
4395,141,101006,06037271300
4811,271,89792,06037271600
2665,129,116181,06037463000
5082,294,83955,06037293302
4277,201,163438,06037460502
4487,98,45398,06037195710
2917,129,79500,06037139502
6643,143,85230,06037143300
4371,203,46941,06037211910
3932,150,32819,06037213201
1709,109,124079,06001451504
3418,141,164965,06001451505
3385,85,104565,06001451506
4080,170,155727,06001451703
4519,174,128963,06001451704
58,0,171563,06001981900
63,0,128750,06001982000
583,0,165909,06001983200
0,0,,06001990000
3908,117,62564,06005000101
1982,30,51500,06005000102
5623,107,68277,06005000303
4597,147,64419,06005000304
5393,441,94661,06007000103
5517,169,58764,06007000104
4186,196,76321,06007000401
7973,264,78524,06007000402
2656,42,98306,06007000901
2971,111,52813,06037204120
2575,70,47232,06037204410
3341,175,38523,06037204910
3548,89,26844,06037205120
2031,64,23380,06037206050
5778,142,88854,06037216200
4886,51,89547,06037216900
2752,67,46140,06037218800
3162,104,68145,06037480802
3369,96,35601,06037501504
7769,149,95587,06037501600
2728,47,46385,06037530203
3744,152,41686,06037530400
5530,185,50455,06037531201
4431,64,48344,06037531202
4960,78,48859,06037531800
4013,64,44113,06037532304
4405,226,36167,06037532606
4590,331,40306,06037532800
7094,358,79589,06001451404
7058,335,38682,06037532900
3664,65,58958,06037603102
6262,184,74231,06037551700
6624,228,61314,06037552100
5260,240,72982,06037552601
7156,441,62757,06037552900
6528,0,43561,06001423602
3975,107,140648,06001427100
5987,292,80652,06001430500
6486,366,114940,06001430600
4170,189,99145,06001430700
2007,84,188958,06001400200
4287,97,81960,06001401100
4732,98,48224,06001401400
2839,29,63548,06001401500
3018,94,117305,06001401700
2477,50,68606,06001402200
3973,62,51788,06075012000
4092,81,153615,06075012700
4292,149,204909,06075013200
4634,132,166103,06075013300
2606,77,153148,06075013500
2289,70,153750,06075015300
5376,109,179867,06075016700
6131,115,106404,06075020200
3046,85,156250,06075020500
4523,45,160789,06075021000
5398,228,75223,06075023001
5244,258,89732,06075035202
5379,168,93250,06075042700
4226,107,208000,06075060100
7096,176,84357,06075031400
4560,111,110849,06075040100
3972,76,81958,06075023200
5262,140,139203,06075030102
6898,175,131270,06075032700
5704,221,98485,06075035201
4001,18,23515,06037206200
3216,143,68083,06037121802
2829,44,53125,06037122121
2728,129,41811,06037122122
4696,190,66771,06037123901
2668,59,70592,06037123902
1950,112,43787,06037124103
2492,132,43816,06037124104
2538,107,45764,06037124105
2384,115,52561,06037124203
2192,12,43385,06037124204
2706,51,31852,06037124902
3499,63,61429,06037124903
4966,61,62934,06037125401
4889,164,80299,06037125402
3052,0,46767,06037125501
3488,46,68700,06037125502
3109,111,52096,06037127103
3821,158,39067,06037127104
3068,173,42292,06037127603
3157,142,44798,06037127604
4329,266,46071,06037127605
3588,184,64018,06037127711
3322,105,60904,06037127606
3560,90,42662,06037127712
4790,215,43071,06037127803
4352,142,53792,06037127804
3627,98,49457,06037127805
3293,117,42946,06037127806
3735,155,56023,06037128101
0,0,,06037980013
9,0,,06037980014
671,15,66000,06037980015
0,0,,06037980018
138,0,231250,06037980019
0,0,,06037980020
33,0,,06037980021
0,0,,06037980022
0,0,,06037980023
0,0,,06037980025
0,0,,06037980030
1175,20,,06037980031
16,0,,06037980033
3998,45,56212,06037139504
4674,420,73333,06037141101
3074,133,98125,06037141102
4583,193,84205,06037141201
2674,114,81250,06037141202
3477,58,82448,06037141303
5706,112,107483,06019005503
4983,100,73750,06019005510
2995,111,117938,06019005513
6532,347,51815,06019008100
2837,47,86979,06019004602
5355,379,40871,06019005302
4872,218,23234,06019005403
5503,57,94669,06019005507
1745,73,95046,06019005605
6345,296,45195,06019006700
8196,204,68553,06019007201
5144,208,62808,06019007202
5068,182,45587,06019007500
1820,14,90982,06019005515
6018,199,54552,06019005301
3476,168,72109,06019005407
5376,159,92411,06019005512
4991,195,41055,06019005602
3582,167,43254,06019005701
4577,316,20594,06019002502
3480,247,43450,06019002602
8781,527,115000,06013302008
7279,345,103854,06013302009
11767,663,132926,06013302010
9625,358,121113,06013303102
12652,562,93697,06013303103
10070,181,129255,06013303203
3397,223,45404,06037531502
4734,107,75276,06037103102
4851,215,44699,06037531101
909,56,43264,06037277400
3037,119,81281,06037291300
2687,165,57159,06037294120
3710,235,50732,06037294520
3473,207,39400,06037294820
4447,104,30020,06037296220
2193,188,102143,06037297300
9609,122,69107,06037300600
6540,281,149707,06037300901
7114,193,74303,06037301100
5510,103,45156,06037302202
5337,83,52763,06037302302
3896,133,97931,06037311300
0,0,,06037320000
3501,214,100556,06037400604
5224,132,84063,06037401203
6213,197,78000,06037401500
3075,0,,06079011400
3270,57,73409,06079011901
7033,212,70270,06079012200
6689,273,73061,06079012503
5178,192,55299,06079010202
2973,43,72538,06079011103
7956,328,74560,06079012600
8150,58,42813,06079011200
7298,237,73261,06079011300
4423,125,70306,06059032051
3636,67,89648,06059042114
7896,401,102458,06059042203
9752,268,62500,06059042312
2608,39,114500,06059011402
4,0,,06059021813
7192,173,96313,06059021814
5452,217,73456,06059052410
23390,650,135231,06059052420
5951,213,115260,06059052502
4594,189,72344,06059001103
5792,228,91610,06059001501
5049,151,93868,06059001503
2552,106,84583,06059001901
5453,192,89475,06059042334
5662,191,131378,06059052427
5147,62,84806,06059052521
4510,211,135978,06059052523
19462,966,97515,06059052525
15355,728,146472,06059062604
2545,62,135000,06059062629
3741,59,98813,06059062640
4373,127,59718,06065040402
5728,70,41444,06025011600
713,0,21923,06025012400
6910,295,74382,06025010600
7421,361,47188,06025010500
5626,251,25897,06025011202
5243,224,55181,06025011700
1703,38,41964,06073004700
4452,206,50875,06073002602
6145,122,73897,06073003107
3285,121,87561,06073003204
6658,92,58217,06073003208
6372,0,,06073003800
4099,112,70938,06073004400
6037,253,51182,06073001200
5406,125,51014,06073002501
6479,300,59099,06073002502
2454,108,154398,06013390100
3837,83,92283,06013306002
5329,314,61378,06013311000
6561,235,64332,06013314102
5629,371,57394,06013314103
7360,201,71122,06013331000
3907,252,154569,06013345102
3404,122,160882,06013346101
6292,130,246336,06013351200
5669,24,186652,06013352102
2758,45,125186,06013352202
11140,487,117460,06013355200
3045,128,77800,06013369002
5960,303,84591,06013371000
2928,135,67813,06013387000
6250,154,131250,06013322000
3914,200,72318,06013334001
6745,341,72614,06001436900
3493,96,92546,06001437000
3767,104,90179,06001438300
5035,199,95515,06001440304
5407,197,151550,06001441402
5233,81,129909,06001441522
7543,398,125521,06001441800
3909,116,150694,06001441921
3419,136,178466,06001442000
5462,169,192344,06001442100
7473,82,181845,06001442200
2467,77,74766,06067008909
5517,185,72586,06067009609
6130,286,107526,06067009323
5302,236,57328,06067008131
5006,115,83620,06067009109
9719,422,52598,06065051300
6755,0,60221,06065051400
6818,258,41129,06065940400
2150,3,98750,06065940500
